"Bitte geben Sie an, wie alt Sie sind.","Bitte geben Sie Ihr Geschlecht an.","Sie sind...","Wie haeufig haben Sie Stadt besucht?","Ich kenne mich gut in Stadt aus.","Es faellt mir leicht, neue Orte zu erkunden.","Wie oft benutzen Sie die folgenden Hilfsmittel, um sich vor Ort in einer neuen Stadt zu orientieren? [Apps auf dem Smartphone, Tablet oder anderem Endgeraet]","Wie oft benutzen Sie die folgenden Hilfsmittel, um sich vor Ort in einer neuen Stadt zu orientieren? [Digitale Informationsbildschirme]","Wie oft benutzen Sie die folgenden Hilfsmittel, um sich vor Ort in einer neuen Stadt zu orientieren? [Analoge Karte (z. B. Papierkarte)]","Wie oft benutzen Sie die folgenden Hilfsmittel, um sich vor Ort in einer neuen Stadt zu orientieren? [Stadtplan auf der Rueckseite von Werbetafeln]","Wie oft benutzen Sie die folgenden Hilfsmittel, um sich vor Ort in einer neuen Stadt zu orientieren? [Internet]","Wie oft benutzen Sie die folgenden Hilfsmittel, um sich vor Ort in einer neuen Stadt zu orientieren? [Beschilderung]","Wie oft benutzen Sie die folgenden Hilfsmittel, um sich vor Ort in einer neuen Stadt zu orientieren? [Landmarken (z. B. Kirchen oder andere markante Objekte)]","Wie oft benutzen Sie die folgenden Hilfsmittel, um sich vor Ort in einer neuen Stadt zu orientieren? [Passanten]","Wie oft benutzen Sie die folgenden Hilfsmittel, um sich vor Ort in einer neuen Stadt zu orientieren? [Touristenfuehrer (Person)]","Wie oft benutzen Sie die folgenden Hilfsmittel, um sich vor Ort in einer neuen Stadt zu orientieren? [Touristenfuehrer (Buch)]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Vorteil bezogen auf die Orientierung in einer neuen Stadt. [Apps auf dem Smartphone, Tablet oder aehnliches]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Vorteil bezogen auf die Orientierung in einer neuen Stadt. [Digitale Informationsbildschirme]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Vorteil bezogen auf die Orientierung in einer neuen Stadt. [Analoge Karte (z. B. Papierkarte)]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Vorteil bezogen auf die Orientierung in einer neuen Stadt. [Stadtplan auf der Rueckseite von Werbetafeln]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Vorteil bezogen auf die Orientierung in einer neuen Stadt. [Internet]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Vorteil bezogen auf die Orientierung in einer neuen Stadt. [Beschilderung]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Vorteil bezogen auf die Orientierung in einer neuen Stadt. [Landmarken (z. B. Kirchen oder andere markante Objekte)]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Vorteil bezogen auf die Orientierung in einer neuen Stadt. [Passanten]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Vorteil bezogen auf die Orientierung in einer neuen Stadt. [Touristenfuehrer (Person)]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Vorteil bezogen auf die Orientierung in einer neuen Stadt. [Touristenfuehrer (Buch)]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Nachteil bezogen auf die Orientierung in einer neuen Stadt. [Apps auf dem Smartphone, Tablet oder aehnliches]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Nachteil bezogen auf die Orientierung in einer neuen Stadt. [Digitale Informationsbildschirme]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Nachteil bezogen auf die Orientierung in einer neuen Stadt. [Analoge Karte (z. B. Papierkarte)]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Nachteil bezogen auf die Orientierung in einer neuen Stadt. [Stadtplan auf der Rueckseite von Werbetafeln]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Nachteil bezogen auf die Orientierung in einer neuen Stadt. [Internet]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Nachteil bezogen auf die Orientierung in einer neuen Stadt. [Beschilderung]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Nachteil bezogen auf die Orientierung in einer neuen Stadt. [Landmarken (z. B. Kirchen oder andere markante Objekte)]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Nachteil bezogen auf die Orientierung in einer neuen Stadt. [Passanten]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Nachteil bezogen auf die Orientierung in einer neuen Stadt. [Touristenfuehrer (Person)]","Nennen Sie, falls moeglich, fuer jedes Hilfsmittel einen Nachteil bezogen auf die Orientierung in einer neuen Stadt. [Touristenfuehrer (Buch)]","Sie sind als Fussgaenger in Stadt unterwegs und haben die Orientierung verloren. Welches Hilfsmittel nutzen Sie als Erstes? [Apps auf dem Smartphone, Tablet oder anderem Endgeraet]","Sie sind als Fussgaenger in Stadt unterwegs und haben die Orientierung verloren. Welches Hilfsmittel nutzen Sie als Erstes? [Digitale Informationsbildschirme]","Sie sind als Fussgaenger in Stadt unterwegs und haben die Orientierung verloren. Welches Hilfsmittel nutzen Sie als Erstes? [Analoge Karte (z. B. Papierkarte)]","Sie sind als Fussgaenger in Stadt unterwegs und haben die Orientierung verloren. Welches Hilfsmittel nutzen Sie als Erstes? [Stadtplan auf der Rueckseite von Werbetafeln]","Sie sind als Fussgaenger in Stadt unterwegs und haben die Orientierung verloren. Welches Hilfsmittel nutzen Sie als Erstes? [Internet]","Sie sind als Fussgaenger in Stadt unterwegs und haben die Orientierung verloren. Welches Hilfsmittel nutzen Sie als Erstes? [Beschilderung]","Sie sind als Fussgaenger in Stadt unterwegs und haben die Orientierung verloren. Welches Hilfsmittel nutzen Sie als Erstes? [Landmarken]","Sie sind als Fussgaenger in Stadt unterwegs und haben die Orientierung verloren. Welches Hilfsmittel nutzen Sie als Erstes? [Passanten]","Sie sind als Fussgaenger in Stadt unterwegs und haben die Orientierung verloren. Welches Hilfsmittel nutzen Sie als Erstes? [Touristenfuehrer (Person)]","Sie sind als Fussgaenger in Stadt unterwegs und haben die Orientierung verloren. Welches Hilfsmittel nutzen Sie als Erstes? [Touristenfuehrer (Buch)]","Sie sind als Fussgaenger in Stadt unterwegs und haben die Orientierung verloren. Welches Hilfsmittel nutzen Sie als Erstes? [Sonstiges]","Wenn ich das Smartphone fuer die Orientierung nutze... [nehme ich von meiner Umgebung (z. B. Landschaft, Menschen) wenig wahr.]","Wenn ich das Smartphone fuer die Orientierung nutze... [laufe ich haeufig an meinem eigentlichen Ziel vorbei.]","Wenn ich das Smartphone fuer die Orientierung nutze... [kann ich mich besser auf meine Umgebung konzentrieren.]","Wenn ich das Smartphone fuer die Orientierung nutze... [finde ich mein Ziel meist auf direktem Weg.]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Internet-Zugangsmoeglichkeiten]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Unterkunft]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Oeffentliche Verkehrsmittel]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Veranstaltungen (z. B. Theater, Konzerte)]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Restaurants]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Nachtleben]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Sport]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Wetter]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Einkaufsmoeglichkeiten]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Sehenswuerdigkeiten]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Museum, Zoo]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Bibliotheken]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Schule/Universitaet]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie vor Reisenantritt gesucht? [Sonstiges]","Welche Quellen haben Sie genutzt, um Informationen vor Ihrer Reise nach Stadt zu sammeln? [Internet]","Welche Quellen haben Sie genutzt, um Informationen vor Ihrer Reise nach Stadt zu sammeln? [Apps auf dem Smartphone, Tablet oder aehnliches]","Welche Quellen haben Sie genutzt, um Informationen vor Ihrer Reise nach Stadt zu sammeln? [Buecher/Touristenfuehrer (Buch)/Reisebroschuere]","Welche Quellen haben Sie genutzt, um Informationen vor Ihrer Reise nach Stadt zu sammeln? [Bekannte und Familie]","Welche Quellen haben Sie genutzt, um Informationen vor Ihrer Reise nach Stadt zu sammeln? [Reisebuero]","Welche Quellen haben Sie genutzt, um Informationen vor Ihrer Reise nach Stadt zu sammeln? [Touristen-Informationsstelle]","Welche Quellen haben Sie genutzt, um Informationen vor Ihrer Reise nach Stadt zu sammeln? [Fernsehen]","Welche Quellen haben Sie genutzt, um Informationen vor Ihrer Reise nach Stadt zu sammeln? [Passanten]","Welche Quellen haben Sie genutzt, um Informationen vor Ihrer Reise nach Stadt zu sammeln? [Sonstiges]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Internet-Zugangsmoeglichkeiten]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Unterkunft]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Oeffentliche Verkehrsmittel]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Veranstaltungen (z. B. Theater, Konzerte)]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Restaurants]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Nachtleben]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Sport]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Wetter]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Einkaufsmoeglichkeiten]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Sehenwuerdigkeiten]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Museum, Zoo]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Bibliotheken]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Schule/Universitaet]","Nach welchen fuer Ihre Reise nach Stadt relevanten Informationen (z. B. Wetter, Unterkunft) haben Sie waehrend der Reise gesucht? [Sonstiges]","Welche Quellen haben Sie genutzt, um Informationen waehrend Ihrer Reise nach Stadt zu sammeln? [Internet]","Welche Quellen haben Sie genutzt, um Informationen waehrend Ihrer Reise nach Stadt zu sammeln? [Apps auf dem Smartphone, Tablet oder aehnliches]","Welche Quellen haben Sie genutzt, um Informationen waehrend Ihrer Reise nach Stadt zu sammeln? [Buecher/Touristenfuehrer (Buch)/Reisebroschuere]","Welche Quellen haben Sie genutzt, um Informationen waehrend Ihrer Reise nach Stadt zu sammeln? [Touristenfuehrer (Person)]","Welche Quellen haben Sie genutzt, um Informationen waehrend Ihrer Reise nach Stadt zu sammeln? [Bekannte und Familie]","Welche Quellen haben Sie genutzt, um Informationen waehrend Ihrer Reise nach Stadt zu sammeln? [Reisebuero]","Welche Quellen haben Sie genutzt, um Informationen waehrend Ihrer Reise nach Stadt zu sammeln? [Touristen-Informationsstelle]","Welche Quellen haben Sie genutzt, um Informationen waehrend Ihrer Reise nach Stadt zu sammeln? [Fernsehen]","Welche Quellen haben Sie genutzt, um Informationen waehrend Ihrer Reise nach Stadt zu sammeln? [Passanten]","Welche Quellen haben Sie genutzt, um Informationen waehrend Ihrer Reise nach Stadt zu sammeln? [Sonstiges]"
"49","weiblich","als Reisende/Reisender unterwegs","schon mehrfach besucht","teils-teils","trifft wenig zu","nie","gelegentlich","selten","gelegentlich","oft","gelegentlich","oft","selten","selten","oft","immer zur Hand","","","zur Orientierung vor Ort gut","um sich vorher ein Bild zu machen","","Wegweisung und Orientierung","","um die Stadt kennenzulernen","Eindruecke gewinnen","","","","","","","","","","","Nein","Nein","Nein","Ja","Nein","Ja","Ja","Ja","Nein","Nein","","trifft ziemlich zu","trifft wenig zu","teils-teils","trifft ziemlich zu","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein",""
"51","weiblich","als Reisende/Reisender unterwegs","zum ersten Mal hier","trifft gar nicht zu","teils-teils","nie","nie","oft","oft","immer","gelegentlich","oft","selten","selten","selten","","","","","","","","","","","","","","","","","","","","","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Ich nutze kein Smartphone","Ich nutze kein Smartphone","Ich nutze kein Smartphone","Ich nutze kein Smartphone","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein",""
"40","weiblich","als Reisende/Reisender unterwegs","zum ersten Mal hier","trifft wenig zu","trifft ziemlich zu","oft","oft","selten","selten","immer","immer","immer","selten","selten","selten","schneller Zugriff","aktuell","auch offline moeglich","vorhanden","schnell","vorhanden","vorhanden","vorhanden","informativ","informativ","kompliziert","kompliziert","kompliziert","kompliziert","nicht immer verfuegbar","veraltet","veraltet","keine Zeit","teuer","teuer","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","nochmal zurueckgehen","trifft wenig zu","trifft wenig zu","trifft voll zu","trifft ziemlich zu","Nein","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein",""
"41","maennlich","als Reisende/Reisender unterwegs","schon mehrfach besucht","trifft ziemlich zu","trifft ziemlich zu","oft","gelegentlich","selten","selten","oft","","oft","selten","gelegentlich","gelegentlich","genauer Standort auf Karte","diverse Darstellung (audio/visuell)","kein Akku","Ueberblick","umfangreich","schnell","Orierntierung","Insiderwissen","Insiderwissen","umfassender","Akku","Berieselung statt eigene Wahrnehmung","Faltung","Ortsfest","haeufig unstrukturiert","evtl. versteckt","nicht immer sichbar","","","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","teils-teils","trifft wenig zu","trifft wenig zu","trifft ziemlich zu","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Seminar","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein",""
"38","weiblich","als Reisende/Reisender unterwegs","schon mehrfach besucht","trifft wenig zu","teils-teils","nie","nie","immer","oft","","immer","oft","gelegentlich","selten","selten","","","alte Schule","immer da, stark verbessert","","immer da","kann man sich gut vorher merken","","Spezialist","Spezialist","","","","","","","","","","","Nein","Nein","Nein","Ja","Nein","Ja","Ja","Ja","Nein","Nein","","","","","","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Ja","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein",""
"44","maennlich","als Reisende/Reisender unterwegs","schon mehrfach besucht","trifft wenig zu","trifft ziemlich zu","nie","selten","immer","oft","nie","oft","oft","gelegentlich","selten","selten","GPS","umfangreich","","","","zugaenglich ohne Hilfsmittel","","","","","Batterie","","Positionsbestimmung","","","oft nicht vorhanden","","","","","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Ich nutze kein Smartphone","Ich nutze kein Smartphone","Ich nutze kein Smartphone","Ich nutze kein Smartphone","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Ja","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein",""
"26","maennlich","als Reisende/Reisender unterwegs","schon mehrfach besucht","teils-teils","trifft voll zu","oft","selten","nie","nie","immer","oft","gelegentlich","gelegentlich","nie","nie","schnell verfuegbar","oft vorhanden","Platzsparend","uebersichtlich","zuverlaessig","verstaendlich","fast ueberall vorhanden","immer verfuegbar","professionell","","zu knappe information","zu knappe information","unuebersichtlich","meistens unuebersichtlich","nicht ueberall verfuegbar","ungenau","kann nicht jeder was mit anfangen","nicht immer ortskundig","kostet Geld","kostet Geld","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Nein","","trifft voll zu","teils-teils","teils-teils","trifft voll zu","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Ja","Nein","Nein","","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Ja","Ja","Nein","Nein","Nein","","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein",""
"27","weiblich","als Reisende/Reisender unterwegs","regelmaessig","trifft ziemlich zu","trifft voll zu","oft","nie","oft","nie","immer","nie","immer","gelegentlich","selten","oft","aktuellste Info","","immer zur Hand","","Suchfunktion","","Orientierungspunkte","evtl Ortskundig","","immer zur Hand","","nur an festen Standorten","evtl nicht aktuell","feste Standorte","","","","evtl selber Tourist","","evtl. nicht aktuell","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","","trifft wenig zu","trifft gar nicht zu","trifft voll zu","trifft voll zu","Nein","Nein","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein",""
"20","weiblich","als Reisende/Reisender unterwegs","zum ersten Mal hier","trifft gar nicht zu","trifft voll zu","immer","immer","selten","gelegentlich","immer","gelegentlich","selten","selten","gelegentlich","nie","einfach zu benutzen","hilfreich/aufklaerend","","","man kann alles finden","","","moeglicherweise besser als App","viele relevante Informationen","","Verbindung nicht immer da","alt","kein live feedback","nicht praktisch","Verbindung","nicht ueberall","nicht so wichtig","subjektiv","teuer","nicht personalisiert","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Google Maps","trifft ziemlich zu","teils-teils","trifft gar nicht zu","trifft voll zu","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein",""
"21","weiblich","als Reisende/Reisender unterwegs","zum ersten Mal hier","teils-teils","trifft ziemlich zu","selten","selten","gelegentlich","gelegentlich","selten","oft","gelegentlich","oft","oft","oft","praktisch","einfach","gut","","","","","","","","","","","","geht nicht immer","","","","","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","trifft wenig zu","teils-teils","trifft ziemlich zu","trifft ziemlich zu","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Ja","Nein","Nein","","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Ja","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein",""
"32","weiblich","als Reisende/Reisender unterwegs","schon mehrfach besucht","teils-teils","trifft voll zu","oft","nie","gelegentlich","gelegentlich","immer","oft","selten","selten","selten","gelegentlich","immer verfuegbar/abrufbar","","keine Batterie/immer verfuegbar","schnelle Orientierung","vorab informieren, kostenlos","immer hilfreich","","kennen sich aus/Insiderwissen","nicht selber lesen","Vorab-Informationen","Batterie","zu viele Leute stehen davor","Gewicht/vergessen/Groesse","nicht immer vorhanden","","","","unfreundlich","Kosten","Gewicht und Kosten","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","trifft wenig zu","trifft gar nicht zu","teils-teils","trifft ziemlich zu","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Markt-Oeffnungszeiten","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Geschichte","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Nein",""
"21","weiblich","als Reisende/Reisender unterwegs","zum ersten Mal hier","trifft gar nicht zu","teils-teils","immer","selten","gelegentlich","selten","immer","oft","immer","oft","gelegentlich","nie","schnell","","einfach zu benutzen","","schnell","","akkurat","","Ergaenzungen","","","nicht tragbar","","","","","","","","langweilig","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","trifft gar nicht zu","trifft ziemlich zu","trifft gar nicht zu","trifft gar nicht zu","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","Nein","","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein",""
"54","weiblich","als Reisende/Reisender unterwegs","zum ersten Mal hier","trifft gar nicht zu","trifft ziemlich zu","nie","nie","oft","gelegentlich","selten","oft","oft","gelegentlich","gelegentlich","gelegentlich","","","Vorbereitung auch ohne Netz moeglich","","","","Kommen, sehen, finden","","","","zu grosse Ablenkung","","","","","","","","","","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","","Ich nutze kein Smartphone","Ich nutze kein Smartphone","Ich nutze kein Smartphone","Ich nutze kein Smartphone","Ja","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Ja","Nein","Nein","","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Ja",""
"52","maennlich","als Reisende/Reisender unterwegs","zum ersten Mal hier","trifft wenig zu","trifft ziemlich zu","gelegentlich","gelegentlich","oft","gelegentlich","oft","oft","oft","selten","selten","oft","sofort verfuegbar","","umfassend","Orientierung","sofort verfuegbar","aktuell","aktuell","Auskunft bei ungewoehnlicher Frage","","ausfuehrlich","haeufig oberflaechlich","haeufig oberflaechlich","","selten vorhanden","Verbindung","","","Aussagen oft falsch","haeufig wenig individuell","","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","teils-teils","trifft wenig zu","trifft wenig zu","teils-teils","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein",""
"55","maennlich","als Reisende/Reisender unterwegs","zum ersten Mal hier","trifft gar nicht zu","teils-teils","nie","oft","nie","oft","immer","gelegentlich","oft","selten","gelegentlich","selten","immer zur hand","","","","","","","","","","","","","","","","","","","","Nein","Nein","Nein","Ja","Nein","Nein","Ja","Ja","Nein","Nein","","teils-teils","trifft wenig zu","trifft voll zu","trifft voll zu","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","Nein","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein",""
